Ticker,Name,GICS Sector,GICS Subsector,Headquarters
DRQ,Dril-Quip Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
DV,"DoubleVerify Holdings, Inc.",Information Technology,Application Software,"New York City, New York"
DVAX,Dynavax Technologies Corp.,Health Care,Biotechnology,"Emeryville, California"
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia"
DXPE,"DXP Enterprises, Inc.",Industrials,Trading Companies & Distributors,"Houston, Texas"
DY,"Dycom Industries, Inc.",Industrials,Construction & Engineering,"Palm Beach Gardens, Florida"
EAT,"Brinker International, Inc.",Consumer Discretionary,Restaurants,"Dallas, Texas"
ECPG,"Encore Capital Group, Inc.",Financials,Consumer Finance,"San Diego, California"
EFC,"Ellington Financial, Inc.",Financials,Specialized Finance,"Greenwich, Connecticut"
EGBN,Eagle Bancorp Inc,Financials,Regional Banks,"Bethesda, Maryland"
EHAB,"Enhabit, Inc.",Health Care,Health Care Facilities,"Dallas, Texas"
EIG,"Employers Holdings, Inc.",Financials,Property & Casualty Insurance,"Henderson, Nevada"
ELF,"e.l.f. Beauty, Inc.",Consumer Staples,Personal Products,"Oakland, California"
ELME,Elme Communities,Real Estate,Diversified REITs,"Bethesda, Maryland"
EMBC,Embecta Corp.,Health Care,Health Care Equipment,"Wilmington, Delaware"
ENR,Energizer,Consumer Staples,Household Products,"St. Louis, Missouri"
ENSG,"Ensign Group, Inc.",Health Care,Health Care Facilities,"San Juan Capistrano, California"
ENV,"Envestnet, Inc.",Information Technology,Application Software,"Berwyn, Pennsylvania"
ENVA,"Enova International, Inc.",Financials,Consumer Finance,"Chicago, Illinois"
EPAC,Enerpac Tool Group,Industrials,Industrial Machinery,"Menomonee Falls, Wisconsin"
EPC,Edgewell Personal Care,Consumer Staples,Household Products,"Shelton, Connecticut"
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,Diversified REITs,"Princeton, New Jersey"
ESE,ESCO Technologies Inc.,Industrials,Industrial Machinery,"St. Louis, Missouri"
ETD,"Ethan Allen Interiors, Inc.",Consumer Discretionary,Home Furnishings,"Danbury, Connecticut"
EVTC,"EVERTEC, Inc.",Financials,Transaction & Payment Processing Services,"San Juan, Puerto Rico"
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services,"Bellingham, Washington"
EXTR,"Extreme Networks, Inc.",Information Technology,Communications Equipment,"Morrisville, North Carolina"
EYE,National Vision Holdings,Consumer Discretionary,Specialty Stores,"Duluth, Georgia"
EZPW,"EZCORP, Inc.",Financials,Consumer Finance,"Austin, Texas"
FBK,FB Financial Corp.,Financials,Regional Banks,"Nashville, Tennessee"
FBNC,First Bancorp (Southern Pines NC),Financials,Regional Banks,"Southern Pines, North Carolina"
FBP,First BanCorp (Puerto Rico),Financials,Regional Banks,"San Juan, Puerto Rico"
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,Mortgage REITs,"New York City, New York"
FCF,"First Commonwealth Financial, Corp.",Financials,Regional Banks,"Indiana, Pennsylvania"
FCPT,"Four Corners Property Trust, Inc.",Real Estate,Specialized REITs,"Mill Valley, California"
FDP,"Fresh Del Monte Produce, Inc.",Consumer Staples,Packaged Foods & Meats,"Coral Gables, Florida"
FELE,Franklin Electric,Industrials,Industrial Machinery,"Fort Wayne, Indiana"
FFBC,First Financial Bancorp.,Financials,Regional Banks,"Cincinnati, Ohio"
FHB,"First Hawaiian, Inc.",Financials,Regional Banks,"Honolulu, Hawaii"
FIZZ,National Beverage Corp.,Consumer Staples,Soft Drinks,"Fort Lauderdale, Florida"
FL,Foot Locker,Consumer Discretionary,Apparel Retail,"New York City, New York"
FLGT,"Fulgent Genetics, Inc.",Health Care,Health Care Services,"El Monte, California"
FN,Fabrinet,Information Technology,Electronic Manufacturing Services,"Santa Clara, California"
FORM,"FormFactor, Inc.",Information Technology,Semiconductor Equipment,"Livermore, California"
FORR,"Forrester Research, Inc.",Industrials,Research & Consulting Services,"Cambridge, Massachusetts"
FSS,Federal Signal Corporation,Industrials,Construction Machinery & Heavy Trucks,"Oak Brook, Illinois"
FTDR,"Frontdoor, Inc.",Consumer Discretionary,Specialized Consumer Services,"Memphis, Tennessee"
FTRE,"Fortrea Holdings, Inc.",Health Care,Biotechnology,"Durham, North Carolina"
FUL,H.B. Fuller Company,Materials,Specialty Chemicals,"Vadnais Heights, Minnesota"
FULT,Fulton Financial Corporation,Financials,Regional Banks,"Lancaster, Pennsylvania"
FWRD,Forward Air Corp.,Industrials,Air Freight & Logistics,"Greeneville, Tennessee"
GBX,"The Greenbrier Companies, Inc.",Industrials,Construction Machinery & Heavy Trucks,"Lake Oswego, Oregon"
GDEN,Golden Entertainment,Consumer Discretionary,Casinos & Gaming,"Enterprise, Nevada"
GDOT,Green Dot Corporation,Financials,Consumer Finance,"Austin, Texas"
GEO,"GEO Group, Inc.",Industrials,Environmental & Facilities Services,"Boca Raton, Florida"
GES,"Guess, Inc.",Consumer Discretionary,Apparel Retail,"Los Angeles, California"
GFF,Griffon Corporation,Industrials,Building Products,"New York City, New York"
GIII,"G-III Apparel Group, Ltd.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
GKOS,Glaukos Corp.,Health Care,Health Care Equipment,"San Clemente, California"
GMS,"GMS, Inc.",Industrials,Building Products,"Tucker, Georgia"
GNL,"Global Net Lease, Inc.",Real Estate,Diversified REITs,"New York City, New York"
GNW,"Genworth Financial, Inc.",Financials,Multi-line Insurance,"Henrico County, Virginia"
GOGO,"Gogo, Inc.",Communication Services,Wireless Telecommunication Services,"Broomfield, Colorado"
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Automotive Retail,"Houston, Texas"
GPRE,"Green Plains, Inc.",Energy,Coal & Consumable Fuels,"Omaha, Nebraska"
GRBK,"Green Brick Partners, Inc.",Consumer Discretionary,Homebuilding,"Plano, Texas"
GSHD,"Goosehead Insurance, Inc.",Financials,Insurance Brokers,"Westlake, Texas"
GTY,Getty Realty Corp.,Real Estate,Retail REITs,"New York City, New York"
GVA,"Granite Construction, Inc.",Industrials,Construction & Engineering,"Watsonville, California"
HAFC,Hanmi Financial Corporation,Financials,Regional Banks,"Los Angeles, California"
HAIN,Hain Celestial Group,Consumer Staples,Packaged Foods & Meats,"Lake Success, New York"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Financials,Specialized Finance,"Annapolis, Maryland"
HAYN,"Haynes International, Inc.",Materials,Steel,"Kokomo, Indiana"
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Components & Equipment,"Charlotte, North Carolina"
HBI,"Hanesbrands, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina"
HCC,"Warrior Met Coal, Inc.",Materials,Steel,"Brookwood, Alabama"
HCI,"HCI Group, Inc.",Financials,Property & Casualty Insurance,"Tampa, Florida"
HCSG,"Healthcare Services Group, Inc.",Industrials,Environmental & Facilities Services,"Bensalem Township, Pennsylvania"
HFWA,Heritage Financial Corporation,Health Care,Regional Banks,"Olympia, Washington"
HI,"Hillenbrand, Inc.",Industrials,Industrial Machinery,"Batesville, Indiana"
HIBB,"Hibbett Sports, Inc.",Consumer Discretionary,Specialty Stores,"Birmingham, Alabama"
HIW,Highwoods Properties],Real Estate,Office REITs,"Raleigh, North Carolina"
HLIT,Harmonic Inc.,Information Technology,Communications Equipment,"San Jose, California"
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,"Houston, Texas"
HMN,Horace Mann Educators Corporation,Financials,Multi-line Insurance,"Springfield, Illinois"
HNI,HNI Corporation,Industrials,Office Services & Supplies,"Muscatine, Iowa"
HOPE,"Hope Bancorp, Inc.",Financials,Regional Banks,"Koreatown, Los Angeles"
HOUS,Anywhere Real Estate,Real Estate,Real Estate Services,"Madison, New Jersey"
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,"Tulsa, Oklahoma"
HPP,Hudson Pacific Properties,Financials,Office REITs,"Los Angeles, California"
