PERSON,GENDER,AGE,MONTHS_AS_MEMBER,INCOME,FREQUENCY,RECENCY,SPEND
153e3e2d8ca342eeb5bcdbaeb7552568,M,27,13,44000,7,24,4.857142857
fa5d0a39814a48b1a5886c9acdf95b92,M,94,8,54000,3,18,1.51
eb001c00e27546f296d35627290e0b5e,F,27,18,42000,17,27,2.404117647
5f5c91807f7f475f85fc241e45e23ed2,F,57,11,33000,7,20,10.66714286
bb8b3e8a1f05462e986af07001c9c179,F,82,22,93000,4,19,22.8725
9a674564f21d4478bed54a86b25fceb0,M,60,15,42000,12,27,3.005
385c991ad75d41038ccba90107e6fadf,F,43,12,49000,6,25,2.703333333
a72733b3057644809e9db04b7eb8c986,M,52,36,94000,4,17,19.87
60b7692b124f4de99279cf046d036092,M,63,2,101000,2,12,24.585
dc7a7cf01f4040438ead2495de0372c2,M,27,19,57000,11,28,3.668181818
38862b09048e4b1289d233f2b42dcfac,F,62,53,71000,4,21,24.9775
2b8b6feda8da4f069a1b4e07a9004b7e,M,47,12,96000,0,0,0
b784713fea5f44f794f87259662eb766,Unspecified,118,16,0,4,22,2.2325
d0168acdc0674ecab25e5c18271160d1,F,84,3,57000,2,8,21.43
eefff7e6ce0344c2a85ab5dd21db8399,Unspecified,118,24,0,10,23,2.149
3577fe12bcdc4ae480feb3bd325f3f47,M,50,14,42000,11,21,16.10454545
0fd94650b0bd46c29140b2742eed0bea,M,66,8,75000,7,21,3.145714286
7e4e0269683741eda11c7590db744bbd,F,24,13,44000,7,19,9.092857143
bcd790a08f8f4eecac9cd3713189acf8,Unspecified,118,37,0,11,27,1.811818182
928d6c295028430dbd5c49476ebfdf72,F,63,28,92000,6,29,25.48
376f7a629535453eb42099aca0819332,F,57,52,76000,8,24,17.22375
4bbc98fd8048429eb9dbfd856e1288d7,M,34,12,38000,6,27,4.35
d125605ab1244b8fba57840cbe095f81,F,52,21,93000,9,23,32.31444444
09a6798f587a404c8c44a2cd5fd2d940,M,66,10,54000,9,27,12.44
119883e8c6b04528a91360e82d4f07c6,F,73,28,71000,4,23,18.565
ba5480cfd2c0403bae9f75cdbb5f8d49,F,60,29,62000,6,9,17.96666667
4d20573b5dee49718990534338be745e,M,39,30,33000,8,27,2.12875
21f4bbed85a84be0a1e0d52bab666678,M,40,18,82000,4,22,32.6625
e2680b8f841b4b0b975a4dc3d54a4fd6,M,76,9,62000,9,26,16.57333333
f97c5306c38740bd991165598eafa630,M,83,45,70000,6,20,3.096666667
2c8b37d63ff64691b7759120eba028e4,Unspecified,118,20,0,3,24,1.72
61ad68aa96884ddb92c2b0573cba4574,M,58,52,56000,4,22,16.4
72900a2f80e043d189ef1f5b1bda7c37,F,62,4,85000,3,15,24.27333333
50af182d9e074539b7d6ed8035e1e16e,F,70,7,37000,4,24,2.1425
ea0c7ed54ae3405ba528e6703076fd3b,F,58,9,54000,0,0,0
86a32235141948dd85e67ad2a3b530c6,M,55,9,35000,7,25,2.151428571
5eedd919fe494103b0aad8a02e89ca7c,F,73,12,82000,5,25,21.64
e73aa19b0a6a4dd28c0345f96cdb34cd,F,48,19,61000,7,19,20.17285714
2f6623e657b24825a063f8e0ec8e368a,F,74,32,77000,3,21,25.35666667
58a2c076c79141da9c0ec5e46d010a02,M,32,4,52000,5,27,2.176
7b3013395130445e86119ed2ced29284,F,70,17,58000,12,19,15.42083333
eb708237b7884000ad536f75d77f08f6,M,49,8,30000,3,18,7.283333333
923afabe892840a4a909b00a3114a290,Unspecified,118,7,0,4,25,1.435
8fb39b62a0ca4a289bd8886f119ab450,M,78,26,51000,6,18,14.69333333
84a64f55640543db95c7f53a460fcb39,F,76,8,57000,7,11,12.35714286
1bfed1986f2e4551962088417ac886d5,Unspecified,118,11,0,5,21,3.896
292fc9b98199494cb55c027f5bfac8aa,F,90,36,43000,8,22,11.375
526338768a7c454788df15d68766a35f,F,56,11,111000,6,22,42.38333333
e05529cf200549b2aa682eedd994d5f7,F,68,7,80000,6,26,20.42
3fd0feaf8a5344d1a17be1707205814b,M,68,7,100000,3,17,23.43
a21bb7b8d5c7406eb460dfff62246679,M,47,7,57000,0,0,0
8078ce6ccca94976874e61cfbf6c06e7,M,65,33,58000,3,22,14.76333333
5ac7d237705543b49134faefd523fd80,F,54,32,63000,6,24,15.58333333
e928e0783c9c473c9e1648f430b489e6,F,73,8,49000,14,27,10.03
439b5d9ddd9946e68c6f6b6ad197e710,Unspecified,118,2,0,0,0,0
519ca71f10f241af964d9ca3cbda6b8c,F,73,13,52000,9,24,2.742222222
954c9df0d29d462bb28968961f602cf2,F,58,16,65000,9,25,22.18444444
a8b23936b2d94dc1bb254d53d6538bcf,F,42,7,90000,4,15,19.615
fc0fc865ff004b778464fbcc36fb0fc6,M,31,9,60000,2,5,3.3
39c58ff2c54e4a9ba2063ff3629a1b0a,M,78,7,50000,2,22,7.665
ea7f246ae5d0470b980f8fc154177b18,M,58,28,45000,10,22,12.927
b18a188c09fc4257b91b498b0d1ef004,M,48,15,119000,5,29,29.348
2db7b4739e3a4fc0964fce535ec05d96,F,65,10,50000,9,28,18.71888889
35e08db3a77f4b348d04de610b9ac4b7,F,67,52,54000,3,13,21.07
239c9131068f4e2fa79e384726827bd9,F,62,3,69000,2,19,22.245
d9436dd24c464d80bae8a36dc7c6867e,M,28,12,54000,5,23,5.694
9d00598dc760449e827cc61ae5405b3c,M,58,26,115000,5,17,30.552
c029ebbd5e584674bceec4413373dc20,Unspecified,118,9,0,2,12,2.32
c58f31ad07c34f5689da499492aa51ca,M,47,10,52000,4,26,6.635
bda99ed14b964c889742d97222157fc7,F,61,15,62000,11,27,18.99818182
1b47b94d748f4d389575d84e80a611e3,F,59,28,76000,6,12,27.785
a0f4c1aafeda4398a7afe66c37caf416,M,41,10,89000,6,28,131.145
85f135f7794a40daa01d288d4c096f01,M,73,1,61000,2,17,17.58
ea5f76f81dc8488a955172fb91d06bca,Unspecified,118,19,0,6,24,1.615
b766c5059cdb479999daae1352334d2f,M,51,4,57000,5,8,5.258
36ef980d4deb42ee9f3bf88fcf137c01,F,88,3,88000,3,14,30.61
bf4a0a21b0b64c869a573f6a4e91de18,Unspecified,118,30,0,5,25,2.134
7924f921b7f04e34aafd37c1b58a4ca9,M,62,34,76000,6,20,22.02
979b2f7c5caa40be87ca906ecab52491,M,55,36,70000,6,21,18.58333333
8fbb14f4f4a24f2c98c1cc7672e6be2e,F,54,8,75000,7,23,22.73857143
d6daf9f630b847678d7254676347e202,M,41,11,42000,9,25,16.75888889
54cd90763b0a49cda2b145a911890174,Unspecified,118,6,0,5,19,1.752
0e7e49b5e82f4003a070c7ba7e5c41ba,F,73,30,83000,6,25,26.68
aeb085396ad04cefae499bb929177afc,F,66,34,92000,6,24,33.17833333
7e47f4f53c7d4f7eb4cb1d5c848f03fb,M,46,30,50000,7,23,5.082857143
5f32718d07b64338a5517eed5c1eb232,M,34,21,39000,11,28,7.95
d2502eb733fc418cbdb72c5f3ac3d8eb,M,74,10,49000,1,8,4.71
e056d7dd433f4caababedd137dc00007,F,45,52,80000,6,22,27.36333333
1ba58dab3cae4787ad26d8d77ab7380f,F,25,9,54000,9,29,16.26222222
467a59bf46d0461fb56c7f48477716de,M,90,24,51000,13,25,16.17076923
35a6fbe3a39c4d58ba1996d3691eda18,F,23,39,31000,6,28,5.523333333
0020c2b971eb4e9188eac86d93036a77,F,59,30,90000,6,28,29.87166667
cf6eae1322e2485eb909327a2de0bc22,M,52,1,53000,3,12,4.666666667
be01dde700574797b5dc59b0ad45242f,F,79,31,55000,10,27,14.421
7e795099f75645b997a137f4a63fcde4,M,84,24,37000,10,22,8.949
211c1fdfe7e047e3b88cf267824ca6df,F,27,7,68000,6,16,7.626666667
b3cca059a8a346cc89fabfe1b7b5ee88,M,42,3,73000,4,29,2.2375
1fc251202c494f6993cfcafa754290ac,F,64,9,93000,4,26,35.505
393e8a6c83dd4d4d9afac6dd2115f807,M,30,45,63000,9,21,2.876666667
a665c305ca944b12a2e3a6f352de7a96,Unspecified,118,6,0,0,0,0
b730ab20ad2043e2963705554fe47684,F,57,3,46000,1,19,4.1
d04e831525064891a554847efa349fd8,M,37,53,46000,6,28,5.4
97d74521f0a347c1b6a2927ac9c6dc66,M,64,28,110000,3,8,31.48333333
67dd3aa9a8d64c91b2bb41dfaee546f5,F,51,3,78000,3,22,30.34666667
4438fece00ed4f1a8b108c3cd85b19c1,M,53,34,74000,10,27,22.119
82ae17a3de0e42428cf651a91e23fb00,M,19,4,50000,3,26,6.446666667
75efdd36cf344333bdbe06686d5b70ed,M,43,15,71000,9,23,18.99777778
595aecedf6d44d039db036bf6c1c839d,M,28,18,60000,8,16,6.84375
980042c1e18f4d0e97f169b1c4db22a2,M,35,3,48000,12,26,13.73666667
37b14902e6304dc59a77e272dc86cf3a,M,47,12,62000,2,10,3.06
1fc3062abe934ba3b6744ea281ef4696,M,39,37,51000,3,9,16.97666667
75a0fc86af484cecb5add717eda7c025,M,44,10,90000,3,22,23.01333333
5ac2ac8754d4450e89e19a7dae63f706,M,45,49,87000,6,24,21.87
1ab5e1d8f3fa4588af94253e2a09520f,F,85,9,87000,1,14,15.68
fadaea25f90144b2a350593ae178de70,M,52,11,57000,3,19,1.816666667
42c58541871e4062bfc7c30f7fa266d5,M,19,10,62000,4,16,25.3
9b9bd320b3b34859abfee2109a0b4831,M,22,19,35000,17,29,11.39235294
c1f6b2a757b94ddab8721f5f73d6cf4b,M,20,9,32000,4,19,2.07
3573256082544869b1fc649e2e3c7e74,F,63,7,75000,3,13,21.99
34ae07af2aaf458aaf4763c0c658a20a,M,56,4,92000,0,0,0
ccce3c8f863c466caa07bc186b1d99e4,M,62,11,47000,5,24,2.932
380fba077d8d4289a787f3c9e0f01d33,F,54,35,53000,8,21,17.115
7e7ad81e2c414839a93b27373c2cbc20,M,58,35,66000,4,25,20.3825
99e999cb959542e598d7dd2fd54b8611,M,45,32,90000,9,25,24.45444444
78f6ac1eb6c240368c54284c682e4224,F,77,10,64000,8,28,19.15875
cb55460bf6ac4dc8b4c48623f061544c,F,59,33,35000,8,26,13.26375
796cfeeb5d7d4c0b8468c20d589b9903,M,51,13,65000,12,23,4.9175
e29397df32d34d40992ad6dcf92568d0,M,68,1,38000,1,6,14.93
464dad60900a47e9bd225fd15f612313,M,26,31,31000,9,24,1.872222222
f0aba2cbde6042bf8b46ed5478aa724b,Unspecified,118,19,0,4,21,1.1275
ba05d1358ee045dfab48181042c1a608,M,51,43,82000,5,21,24.386
6a9d101b27954da8b9617d3a64991f35,F,61,30,78000,9,23,23.20666667
83ac33743b594a78a1f114fffbd860f8,F,61,21,97000,5,17,27.66
d794c80154a24d78b06fbcb212e855cd,F,54,6,75000,3,14,22.41666667
1d62a7b6d4fb4defb8ae6ddf300600e5,F,49,58,84000,8,19,23.95875
9d51382187a24b249a2bf1bf659188c9,Unspecified,118,5,0,1,5,0.21
a85bfafef1214b86a1ecb57fca38f0ae,Unspecified,118,5,0,2,16,0.99
5405936fa4ac46aead4dbfb87b9e3d2f,M,53,5,33000,1,9,1.44
08d06b602c844926a037b0b253901d52,M,44,39,84000,8,27,19.8325
3c55dbc0fe1a487c9743dfa6170d20e8,M,24,9,32000,8,29,7.53625
cc3ca7632fda478cb573c06ac9f445aa,F,56,14,52000,9,24,10.83777778
6ba699c43fd64dc598ceec20b4575ea1,F,79,15,91000,6,25,25.16
8e72ac4ba0284eaaad4de2aac41287b4,M,51,29,79000,10,26,31.145
bb0cd0088df4438a821e5b644a3cbac9,F,37,2,61000,5,19,3.652
742d4ed2ba5545fdb8dc320020f38cc3,M,39,7,69000,6,25,4.208333333
e18df1641cb14c7c90aa28e6a6350f5c,F,56,4,73000,2,23,13.095
8f6aad9d78ae48e4a815c988e01ec52d,M,36,12,41000,4,22,4.0075
759c2269abc44dfdb8e6d140d4060856,M,70,15,113000,8,29,24.54125
7ab8b28bc5044b56b13aa5ed2f12bc40,M,58,22,32000,8,23,2.905
9aa6316728c24a16a7819ba6cefb6060,M,33,6,35000,0,0,0
310481d911904e7893fac7229a608be8,M,73,5,70000,4,25,17.5275
8a60e707c2d6445a91bb1b0a87bdf0ca,Unspecified,57,13,65000,8,21,18.13875
8da83bf53b2e41f8b25ddead7f20b373,M,31,13,47000,8,25,3.57375
151b12c2cfa5443f9c92a53ba9ada28b,M,62,17,33000,9,23,8.587777778
4df7791248754e999696b3a4880a995f,F,46,5,33000,3,19,3.873333333
dd0506ab4c364294afe5a5a81e073a63,M,27,12,66000,4,16,1.54
42023cd8387840388f7df528de2dbbe2,M,62,59,35000,12,27,6.0975
4fae756d7eb543bf99ab8530eface30e,M,26,9,63000,1,18,4.84
34fe7c1f20874ccc81e2c4506407fa72,M,68,4,39000,6,24,2.835
be71c00b96684e4a815a0efb91e91470,M,55,18,102000,9,23,26.98555556
21557b6e602841c089563a39feaf691e,F,65,12,49000,4,21,4.2075
a837f12166f346bbb74f20d430737657,M,48,7,60000,2,27,18.19
4055bb9c2f3c410a88da90791b9253e5,F,55,15,77000,10,29,23.085
f277d871eb28447bb86e4b73a9bc4379,M,56,8,80000,2,6,22.18
d63e377789c94231b7b8c75b2dc6e61f,M,20,36,59000,5,26,2.138
c282fa769eb446028a486a0af6707bc9,F,59,27,81000,1,10,17.83
761e483441e942d6ad4a8c84a79605ce,F,49,22,81000,7,28,26.47571429
59a46ccbaeb64ab0a33feef55ad07222,F,70,15,37000,10,27,10.86
01956670cf414b309675aa73368b94a9,M,52,24,95000,7,22,32.14714286
94a67c2fb1b647ee93f6f147a100e9b3,Unspecified,118,17,0,5,19,3.788
de1805d4829043babe77b08fcbe3785e,Unspecified,118,12,0,5,19,1.22
c3b1e510416f4300ac8f09d058111889,Unspecified,118,15,0,5,14,2.682
3479b8d7e29a48409a04db7318a065f3,M,43,33,45000,7,17,3.532857143
49c35bb44a394433a1216dd757cda867,M,24,36,53000,16,25,10.108125
5115fdb314fe41619fda3e5d8060a8b5,F,62,12,88000,3,26,19.17
9b0cdf56c54f4e52a971f90936e46607,M,62,43,72000,6,25,19.24166667
3a784bfb5b0340138f8eafe4ec5aa6ef,F,66,6,91000,2,12,26.13
7dbea37e1a154a888802eaa7da0097e0,M,29,54,62000,9,22,3.936666667
c9674187987340cf88ce81ce363d21ce,M,66,12,67000,6,22,30.86666667
611bebc503f94bc39fb2816948bd98e0,M,91,11,43000,4,21,1.965
f7f8edca3380473b9acc9994c72d9e80,M,47,13,58000,3,26,3.27
c4b801ad0dc7440cb51937d281de4dd1,M,53,6,71000,4,28,24.645
82ce2b069c8a4daf924c20f36294cada,M,55,28,55000,7,25,10.83571429
174a4dbebb74441da5adf64bca5e5c36,F,30,28,55000,6,27,2.836666667
2c56d5ce389242758d766cf3cd021d96,M,59,1,73000,4,27,5.8375
77320a68605841169979f8b497ba0ca1,F,54,13,102000,9,25,34.23888889
489b497d9b0c44a3b6292525e71cec57,M,49,5,74000,5,25,19.946
ba4b4ee409d24af89e7a350fc51efac9,M,68,20,90000,6,17,27.43666667
e1c8fa2cb9184b4999b84f9aea10af6f,M,53,52,53000,6,24,12.27333333
138ed93630ec4e59bda8aed2d92f42eb,M,51,10,57000,6,15,14.25166667
10a22481775043e1ba9776077e46c483,M,58,47,70000,6,24,17.95
60038831ac7b4638ae031f61c61486a2,Unspecified,118,9,0,8,20,3.6425
d8a1e62359c549a29fa55d90165f17a5,M,60,11,117000,1,4,35.96
10f8311374194911a882362458020ebd,M,70,56,81000,4,20,24.25
285bbb626b184a4584ac5ede74925f7c,M,69,10,86000,1,15,23.81
6683f9a3e9344658ba4d8776410086e6,Unspecified,118,18,0,10,28,2.62
0bc0a681c7a74a4abd36563d3f3646b2,M,22,3,33000,3,21,5.326666667
af3e4f55f3f44cf883289857d51d2678,F,36,22,76000,10,28,24.956
fd10d3f58b1b4ecb914ed677e06a4e51,Unspecified,118,10,0,1,10,0.07
59b08bdcf7e045e78a6ed4ab6afa66fe,F,27,10,58000,8,22,15.62375
c1dc09fa7f5940a38c2f393f89cb4a50,M,39,42,32000,12,29,3.345833333
d7ed79bbb5c94f689098728c0ed047ab,M,69,14,79000,5,16,24.67
1f95b63330504bcca452f946a265461e,Unspecified,118,20,0,8,19,3.0875
3f7ac208f7e844cab207ceb8e42177ba,Unspecified,118,3,0,4,29,3.255
a6b128a592874d52b16a35408e742d5d,M,49,24,55000,5,16,15.63
db3d9ca5a8f54526bd5e263d914f3b29,F,56,7,104000,6,15,25.70833333
b86e0aed9f19441089327c24646f17b6,M,79,61,66000,5,28,27.436
43ba16ae14404ada9c749043c66f3741,F,36,24,52000,12,28,18.145
cd378dbec01843e188ae3d3384f39717,F,48,7,70000,11,20,20.17727273
6cf884a6c5ae4b2daccb6d3108028fef,F,58,37,110000,3,16,375.4033333
db22718fc9144e44b5fab97ea282cdb6,F,65,55,60000,10,28,3.791
9ecd1e78109840c6964e4e6ce6042a70,M,70,9,54000,0,0,0
9f844ff5e58845b796907df7a9364689,M,60,3,66000,4,27,3.69
d1d5eaf6a38a44baa2cd998f870d939b,F,50,9,41000,10,25,36.26
971d98b6a4054f75a6bdd20897e469ac,F,53,10,116000,2,22,28.265
b66ee4fca2c34ff5ba14a47b65eb0f53,F,46,35,73000,5,17,20.364
a9e2b8c539da4f288f7a03f59ed2f5b3,M,49,7,56000,6,19,2.396666667
7be78ebad1ac4467bbe93813fe0b7d28,M,67,55,52000,9,26,3.771111111
098d957407b44982a3debf3337aa6b9c,F,53,22,37000,10,28,9.287
fdd4556f915e425498cce83db7f3b85e,M,32,7,53000,3,22,6.523333333
c2240708c0b84264ad9060467887346c,M,41,5,48000,0,0,0
b99a3a0c26e2406fa5d249d20a6b1911,M,72,1,84000,1,12,23.23
ca3e04a5fbd54c1a88666cc50b2a3ff9,F,73,3,77000,2,15,17.19
c8b16cc25eed4d27b5da91976b105a32,M,50,25,112000,4,23,24.2925
839ab35f5a3e4379a76902eac5b10165,M,25,41,30000,10,22,2.888
05ea8d8a95eb4b209a6e048878470df1,F,62,34,111000,4,18,26.6375
2b539f377ad24c0fad2dc5d1034bebd7,M,70,11,98000,0,0,0
183f6a92dc794fdab0070c3f6c64f8bb,M,18,10,73000,4,12,3.515
2e2d6fece51b4669a82f5cb248f9a867,M,54,7,44000,7,21,12.60714286
7509608052504dd9acf88845c25f5b6b,F,58,31,53000,3,14,11.47666667
7deb3dfb68834b0ba0d8913d54acabfa,F,78,11,63000,7,18,16.41142857
61f4ece6c6a7441487e79f9bb558c8f3,M,48,27,63000,4,16,16.255
f60464b22c69401297368e9e123d2b6b,M,50,12,53000,6,25,23.59833333
50b1183f583b4b848182c50e4e812caa,M,65,32,75000,4,18,30.8825
41432b5e320846288781470dcc1ce194,F,49,22,90000,3,13,27.52666667
b4360ed1ef1147d3acdc322dc98e0811,F,63,9,65000,6,25,22.90333333
907499fcdce34a39809c3540af995d49,F,48,12,59000,9,17,21.88888889
4be45187b24d479fbccaf1f6293ebff8,M,43,1,54000,0,0,0
ac43af82b68d48cea31a0f0a229a1375,M,26,40,39000,9,20,3.054444444
eba8d696316d42be9837b38f908db3ac,F,34,9,49000,10,28,14.346
e1f69f61ede041bd97bb70f68c267e4f,F,65,31,75000,3,27,23.76666667
8957e167deef47f1aa157fb7a9891379,F,72,31,71000,15,23,7.039333333
4a8b0e879455408ebe48794920568747,F,58,29,64000,10,26,24.357
dee3814fa583456a8f6635b45a0ba641,F,70,36,80000,10,26,23.106
ed1418961ec34a12bed2a53bb712b58d,Unspecified,118,7,0,7,28,4.172857143
f21dc202f8084b96a2cbaf006a35e187,Unspecified,118,11,0,6,19,3.48
c53af300a4b8416684f104b0a9a06c1d,F,74,3,54000,2,17,15.195
a2bfbf0ff27f42bd98fd28be9adb56a1,F,31,22,59000,11,25,16.30818182
af3ba9e1956549a18a4992fbbe41438b,M,62,11,79000,0,0,0
da6f105d4db14af491cc76ddf73ae2da,F,21,8,60000,6,16,16.60166667
83de7542018d455d9afa423626d7f5d3,M,50,18,64000,11,25,20.93090909
2c849dc4ca6d4d4f8510804723fc5dac,F,63,10,62000,5,16,13.752
efdba8d2ce644cbf8914762303489a48,Unspecified,118,5,0,1,15,0.36
bf9872d7aedd453797bdb75054b70d94,F,43,5,57000,5,19,3.7
6bec9e231a224ce6adfe9fd3d8ce7d89,F,57,13,97000,2,4,20.265
7e000dcb51f84ee2809f728294e5b92c,Unspecified,118,12,0,3,22,3.686666667
75847bb70727423b9c198191391761e4,M,69,10,45000,1,1,7.81
82952ad407be4d74b9686bdaf77fad97,F,51,3,54000,1,19,16.05
8fecd95fe7b54cc2a130e35ba5a77f48,M,53,31,89000,7,20,23.47
aeed18479ee64200b76fb40f5b8e0e14,F,52,14,81000,0,0,0
b56ba454203b495e969482b3785727da,F,57,2,61000,0,0,0
32baca2d19234be59eebc422471193e7,M,88,19,57000,5,25,18.276
8314fd32f6a14efe9c47e79005fbe795,M,79,36,114000,3,10,27.99
fc966e9c3edc4578a1fb4c6a8c2659c2,F,60,25,94000,2,7,22.8
3488368c95a74463918eff304275d3ca,Unspecified,118,23,0,4,15,3.5975
89f451a5a8c64683b57aca2a334117ef,M,41,12,67000,6,24,3.733333333
66c9c5773a8444a79abce6644401de88,F,22,23,43000,6,25,18.71833333
862ea30ca6cf4050b66349d7551bce9c,M,52,8,82000,5,23,26.012
ebeeab6d91b9432ea332d8256c6ba343,M,58,57,95000,3,16,32.20666667
b6e07f29867b4284aa42106bdc4d51d3,F,69,29,87000,9,24,35.93333333
505776eee3dc4730a3fdeaa62b685931,M,44,29,66000,7,18,15.49714286
9f7292018f174f6b8bab62353703307c,F,52,11,113000,1,11,41.61
2334c3155e884d3c9529ee471f814a49,Unspecified,46,10,91000,2,17,22.705
461c8478728a47969f3b97b406b274cc,M,49,3,114000,0,0,0
d80f9e3f974448ec902c42818097ebf3,F,47,12,62000,11,28,17.30545455
87576d8c2371491f9d6127f2235bfdfe,Unspecified,118,4,0,2,26,0.285
34fd8ac2a1414a1eace74ed3245517fe,F,53,36,40000,13,29,4.974615385
a75ecbbd5b0a44a095529ce77e63808c,M,59,12,68000,4,10,4.9475
45d7bce929cf4356955170d2f94ca405,M,34,53,67000,7,26,6.927142857
cfc4bbee38734ac2a99ecc012ae12f0d,Unspecified,118,36,0,10,22,2.916
f394ad9a93f5458394d052c8b860286e,M,67,2,57000,5,22,4.29
d240308de0ee4cf8bb6072816268582b,F,43,14,94000,10,24,120.23
5d1e22706c3b401a8947cc64c484c932,M,64,12,57000,4,22,2.6625
a678040b34eb47e0ad23864c283dc8ef,F,55,4,56000,4,21,3.5425
0d71469761604d3688ca099ff09a403f,F,67,1,113000,3,17,36.23
2b826162a0bd4690b318fd430d2adef2,M,18,21,53000,10,24,13.507
75ce7d71302e4e97af9bbeaebdd9ca9f,M,51,2,35000,7,29,9.238571429
d48ca9287f4c458793c9279c5bb6973e,M,38,12,38000,4,26,2.085
dcc4cddbb55f4241a7bc73205e290262,Unspecified,118,11,0,0,0,0
363c28b57ad34b468e3a687fd904b6c1,M,27,15,74000,9,22,4.917777778
2c51298e7b644623a3760b4bb5a92bde,Unspecified,118,7,0,9,23,3.624444444
0c88140597254428ba857b1e6782bce1,M,27,59,50000,8,22,2.385
ed851c7728e34d21854a3ece16c3417a,Unspecified,118,11,0,0,0,0
ebae5093b436466c9fbd097cb7434023,Unspecified,118,9,0,1,6,12.64
e8f25bd0c79b4fbf8f021e1184332b89,M,25,59,74000,17,28,4.934117647
c6bab8832fd043e5b81dc5f0b587ec6d,F,56,21,84000,5,13,21.208
fbb3c6ad80b04d3a94c666a2f08f2a2e,F,61,11,96000,6,27,22.60666667
855a636c057e4a32aa50b7d39f24d769,F,57,35,87000,8,22,30.27375
83313f9487fe41ca990d393127406161,F,66,24,108000,7,28,131.3285714
6c8127555baa4332a22044807c26aa04,Unspecified,118,1,0,0,0,0
bc483f23aadb4a4e857d865527b7599b,M,70,27,51000,7,16,14.03571429
11bfc66cfc5b421ab0e1a8cb8ef7fd5c,F,65,7,36000,11,23,10.67363636
94aabcec49134cf797c18f719afa32d3,F,60,26,54000,8,24,16.31375
2a3b1de405ea43fc8823bfd1d954db95,F,64,28,115000,4,18,21.5625
fccd11b940f64f2ea0408127a2d19f9a,M,53,10,55000,2,16,5.285
9045d97579294e3287696d71cad9c68d,M,27,24,34000,9,23,5.187777778
3aed39e33d8d432f9286ebea81b38639,F,62,26,77000,0,0,0
d531d1b3ea68440889634a0239c20878,Unspecified,118,1,0,1,7,0.05
6fb9bdf5ad7e43eea5133d3621cd1f4d,M,20,43,33000,14,30,8.883571429
df3601437bdb4cbdb5dd4722737d3a67,F,82,2,53000,3,16,3.73
37952de9ff3e4da7b332185597217e93,M,59,12,38000,1,15,1.59
2d3b0e95fc3c4b31b07be43ddf7597cf,Unspecified,118,26,0,5,29,3.208
2347c2ad74fb40b1a9652cd9d1ca04ba,Unspecified,118,26,0,6,18,2.768333333
72b5a6743ee84f01a40fd6f1a378c560,F,32,17,68000,8,29,25.39625
4b7c259051134278b2b28b9691c65286,M,86,6,55000,2,15,1.855
5bbadf84eabe4fa3a7da35e3f44f8a2c,F,90,10,101000,2,6,37.24
855dc7295b6745ce8a2791ac508193b5,M,24,2,62000,0,0,0
5e8b47c6fcec4da0afbe79062da79e04,Unspecified,118,50,0,6,28,3.878333333
889d81fe350643e280f90c0faff01118,F,54,29,63000,9,28,20.52333333
897514ffebfe49999ffdcead112a5b01,M,65,13,48000,4,15,2.2575
5bac5bde72194d3d886ef94552e3ee32,F,85,27,97000,5,25,23.034
09218129551d4929a3beea8d3eafd787,M,79,22,71000,5,22,21.91
e1469309339d48f299c1431d6de4eaa6,F,55,8,83000,1,6,21.59
7dfe7355623a45988127c78ac7504bbc,M,54,8,37000,13,26,11.61153846
405abb415d4b44379feec2185f49cee3,Unspecified,118,61,0,11,25,2.743636364
a1fe5841547c472c8d394ac9ac09cbde,M,56,3,54000,6,21,2.983333333
5dca7efd64aa40e9aa8f8d1b3d9bd6a1,Unspecified,118,15,0,3,18,3.12
77c449768ead487b963f3c4171f2ad86,M,28,8,46000,2,10,2.655
3b1a3f100da944c1aa0fc7b954e02648,F,60,8,88000,4,12,37.025
40145bb3b5fa40308142041742753599,M,20,3,74000,2,14,3.47
cd32159bb5374ffa887200148968c046,F,66,12,49000,8,26,3.67375
294cf687eb654e13a768e92644eaab9f,F,65,9,63000,0,0,0
b1d9075028c64485847be5b8e0047ed2,F,48,8,71000,6,28,6.698333333
2e5cbaf69f254079b136da55020cac9a,M,43,8,46000,3,11,4.05
475c43062aa14e3680fb4affaf7225dc,M,69,4,33000,1,5,1.17
1bd0ff7244cb49cc94a6cb99ed822432,M,75,3,60000,1,7,3.63
d5c2ad0d116943fab03d7a1055f5c487,M,59,12,68000,0,0,0
015fb0b3fbaa4aceb910fbdf272f7547,M,46,1,35000,5,21,1.992
a8d49189b41b45e3a54954e01d911110,Unspecified,118,21,0,6,25,2.73
1c780ef3de0d4397ae1d854771813a66,M,33,50,49000,12,26,5.1825
253928e13e194249af6f2ff4003498cb,F,59,18,77000,7,25,28.25
e7fd200255cf48e1a75c4316da554941,M,73,7,105000,3,26,40.78
d4ec2de5571548a39e5874296ecddb4e,M,26,35,37000,10,23,11.826
15034cd1fcd9449d8661d510bf4bbdf7,Unspecified,118,38,0,5,28,2.236
e37c22feaa954a83b0d8ecc2be1f639a,F,68,13,78000,3,25,20.05333333
42de30f65a554db2b2928ab318de7390,M,71,12,38000,5,26,3.49
8ed5af89308d4dae98b33701331926ad,F,53,24,75000,4,26,17.39
1943d34100274155a01626b5940fbf38,M,86,16,78000,2,7,40.88
c43b818111c64801ab07d0e3b9a01158,M,39,32,74000,11,26,22.02363636
