order_channel,last_order_channel,Tenure,Recency,Frequency,Spend,PerctOnlineOrders,PrectSpendOnline,Cosmetics,Clothing,Games,Groceries,Office Supplies
Desktop,Desktop,927,311,4,607.37,0.7500,0.8354,False,False,True,True,True
Android App,Android App,727,95,4,314.4,0.7500,0.9046,False,False,False,True,True
Mobile,Mobile,588,205,3,462.38,0.6667,0.7827,False,False,False,True,True
Ios App,Ios App,1424,112,27,3839.45,0.9630,0.9740,True,False,True,False,False
Android App,Android App,1497,338,6,702.39,0.8333,0.8576,True,False,False,True,True
Mobile,Offline,540,259,2,326.46,0.5000,0.4257,True,False,True,False,False
Android App,Android App,732,228,7,1280.42,0.5714,0.6408,True,False,False,True,True
Android App,Android App,765,215,2,184.97,0.5000,0.5676,True,False,False,False,False
Android App,Android App,896,280,3,965.71,0.3333,0.3064,False,False,False,True,True
Mobile,Desktop,2968,118,48,6090.53,0.9792,0.9821,True,False,False,False,False
Android App,Android App,664,384,3,308.7,0.6667,0.6761,True,False,True,False,False
Ios App,Ios App,654,281,2,99.98,0.5000,0.5000,False,True,False,False,False
Desktop,Desktop,798,173,3,217.97,0.3333,0.3578,False,False,True,False,False
Android App,Android App,761,133,4,759.5601,0.7500,0.8644,False,False,False,False,False
Android App,Android App,769,198,4,420.22,0.7500,0.8572,True,True,False,False,False
Android App,Offline,434,407,2,137.47,0.5000,0.5237,True,False,False,False,False
Android App,Android App,617,105,3,213.97,0.3333,0.2991,False,True,False,False,False
Mobile,Offline,729,135,3,498.85,0.3333,0.4610,False,True,False,False,False
Android App,Android App,477,194,5,1386.02,0.8000,0.7548,False,True,False,True,True
Desktop,Desktop,545,128,3,556.46,0.3333,0.4546,False,False,False,False,False
Android App,Android App,1023,344,6,524.91,0.6667,0.5428,True,False,False,True,True
Android App,Android App,1595,249,6,975.88,0.8333,0.9078,True,False,True,False,False
Android App,Android App,644,126,3,461.39,0.6667,0.8266,False,False,False,False,False
Ios App,Offline,815,159,3,288.97,0.6667,0.6886,False,False,False,False,False
Ios App,Ios App,881,101,5,2212.62,0.8000,0.9390,False,False,False,False,False
Android App,Android App,553,430,4,730.68,0.2500,0.2463,False,False,False,True,True
Mobile,Offline,991,292,4,540.69,0.2500,0.2959,False,True,True,False,False
Desktop,Offline,2202,416,5,814.67,0.4000,0.4615,True,False,False,True,True
Mobile,Offline,706,136,6,683.9301,0.3333,0.4562,True,True,False,False,False
Android App,Android App,865,187,8,561.8,0.1250,0.2250,True,True,True,False,False
Android App,Android App,418,120,3,600.13,0.6667,0.7667,False,True,False,True,True
Mobile,Offline,736,406,2,99.98,0.5000,0.7000,True,False,False,False,False
Mobile,Mobile,711,338,2,259.96,0.5000,0.2692,False,False,False,True,True
Ios App,Android App,1051,113,5,1007.94,0.8000,0.8909,False,False,False,True,True
Android App,Android App,590,276,2,378.95,0.5000,0.4064,False,False,True,False,False
Android App,Desktop,2429,100,41,5402.42,0.9512,0.9518,False,False,True,True,True
Desktop,Desktop,571,386,3,598.95,0.6667,0.5492,False,False,True,False,False
Desktop,Offline,2018,403,3,299.96,0.6667,0.7334,False,True,True,False,False
Desktop,Offline,1852,340,2,165.69,0.5000,0.4827,False,True,False,False,False
Ios App,Ios App,761,269,3,354.87,0.6667,0.9437,False,False,False,True,True
Android App,Android App,782,115,4,527,0.7500,0.8103,True,True,False,False,False
Android App,Offline,478,139,7,824.76,0.7143,0.9080,True,True,True,False,False
Mobile,Mobile,914,108,2,99.98,0.5000,0.6500,False,False,False,False,False
Android App,Android App,669,182,9,1221.85,0.7778,0.6890,True,False,True,False,False
Android App,Offline,1962,101,19,2416.49,0.7895,0.8412,True,False,False,True,True
Desktop,Offline,2496,293,3,514.97,0.3333,0.1942,False,False,False,True,True
Mobile,Mobile,619,180,2,170.98,0.5000,0.5322,False,True,False,False,False
Mobile,Offline,555,382,2,388.73,0.5000,0.4322,False,False,False,True,True
Android App,Offline,199,143,4,384.16,0.5000,0.4511,True,False,False,False,False
Mobile,Offline,905,152,6,515.77,0.1667,0.4361,True,False,False,False,False
Android App,Android App,914,152,27,4087.5,0.9259,0.9533,True,True,True,True,True
Ios App,Android App,796,232,3,925.88,0.6667,0.8920,False,False,True,True,True
Android App,Android App,438,211,2,286.97,0.5000,0.1986,False,False,True,True,True
Android App,Android App,771,278,5,545.93,0.8000,0.7436,False,False,False,True,True
Desktop,Desktop,613,460,2,515.91,0.5000,0.7287,False,False,False,True,True
Mobile,Mobile,930,406,2,202.97,0.5000,0.5912,False,False,True,False,False
Android App,Android App,1206,207,10,1863.54,0.9000,0.8616,True,True,False,True,True
Android App,Offline,433,198,2,301.94,0.5000,0.8676,True,False,True,False,False
Mobile,Offline,949,379,8,1220.4,0.1250,0.1721,True,False,False,False,False
Mobile,Offline,148,107,4,1180.18,0.5000,0.5933,False,False,False,True,True
Mobile,Mobile,569,119,2,258.47,0.5000,0.6886,False,False,True,False,False
Android App,Offline,1054,185,2,190.87,0.5000,0.5239,False,False,False,False,False
Ios App,Offline,1321,173,4,915.66,0.5000,0.3451,True,False,False,True,True
Android App,Offline,1189,204,15,1415.63,0.8000,0.7049,True,False,True,False,False
Android App,Android App,705,177,3,273.37,0.6667,0.8903,True,False,True,False,False
Ios App,Offline,502,449,2,486.23,0.5000,0.6694,False,True,False,False,False
Mobile,Mobile,872,104,4,884.37,0.7500,0.8643,False,False,False,True,True
Android App,Offline,571,406,2,220.48,0.5000,0.5896,False,True,False,False,False
Android App,Android App,697,339,2,338.19,0.5000,0.6748,False,False,True,False,False
Ios App,Offline,486,407,2,364.91,0.5000,0.8630,True,False,False,False,False
Desktop,Desktop,2540,124,3,449.95,0.6667,0.8222,False,True,True,False,False
Ios App,Ios App,1058,166,5,842.21,0.8000,0.6439,True,False,False,True,True
Android App,Android App,931,153,11,1581.77,0.9091,0.8922,False,False,True,False,False
Android App,Android App,873,99,2,217.97,0.5000,0.8624,False,False,False,False,False
Desktop,Offline,576,406,2,115.47,0.5000,0.7793,True,False,False,False,False
Ios App,Offline,2131,98,14,1352.29,0.3571,0.3934,True,True,False,False,False
Android App,Offline,296,202,2,380.96,0.5000,0.4725,True,False,False,False,False
Android App,Android App,596,379,4,700.91,0.7500,0.8288,False,True,True,True,True
Mobile,Mobile,552,238,4,515.95,0.7500,0.8052,True,False,False,True,True
Desktop,Desktop,789,99,3,598.11,0.3333,0.2227,False,False,False,False,False
Mobile,Desktop,829,109,4,526.94,0.7500,0.5693,False,False,False,True,True
Android App,Android App,555,114,3,398.07,0.3333,0.4386,True,False,False,False,False
Mobile,Offline,2310,361,4,512.57,0.7500,0.6285,False,True,False,False,False
Android App,Android App,1016,189,6,1024.84,0.8333,0.9512,False,True,False,False,False
Mobile,Offline,609,153,2,324.98,0.5000,0.2923,False,False,False,False,False
Mobile,Offline,987,273,4,394.96,0.5000,0.6077,False,False,True,False,False
Android App,Android App,1387,164,6,736.44,0.8333,0.9457,False,False,False,True,True
Android App,Offline,507,305,2,443.38,0.5000,0.2887,True,False,False,True,True
Mobile,Mobile,893,112,13,2061.98,0.2308,0.2839,True,True,True,True,True
Mobile,Mobile,623,352,3,539.97,0.3333,0.7778,False,False,False,True,True
Android App,Android App,685,179,2,334.97,0.5000,0.3731,False,False,False,False,False
Android App,Offline,311,288,2,289.98,0.5000,0.6207,True,False,False,True,True
Android App,Android App,671,279,3,588.27,0.6667,0.6771,False,False,True,False,False
Android App,Android App,1907,400,9,1354.21,0.8889,0.8370,False,False,False,True,True
Android App,Desktop,476,275,4,731.93,0.7500,0.9727,False,False,True,True,True
Android App,Android App,736,131,5,427.96,0.4000,0.5561,False,False,False,False,False
Mobile,Mobile,932,236,6,967.3,0.1667,0.1551,True,False,False,False,False
Android App,Offline,1017,106,7,1099.04,0.5714,0.4028,True,False,False,False,False
Android App,Android App,662,239,2,199.98,0.5000,0.5000,True,False,False,False,False
Mobile,Offline,537,163,3,1387.3,0.3333,0.3171,False,False,False,False,False
Android App,Android App,456,270,3,540.46,0.6667,0.6660,False,False,True,False,False
Desktop,Offline,1055,166,2,453.88,0.5000,0.2950,False,False,False,True,True
Android App,Offline,747,369,2,320.46,0.5000,0.4368,False,False,True,False,False
Ios App,Offline,2482,168,3,325.94,0.6667,0.5399,False,False,True,False,False
Android App,Android App,1010,265,8,1322.86,0.5000,0.7341,False,True,False,False,False
Android App,Android App,470,371,2,170.73,0.5000,0.7028,False,False,False,True,True
Ios App,Ios App,544,269,3,602.92,0.6667,0.8507,False,False,False,True,True
Ios App,Ios App,785,351,4,661.79,0.5000,0.6223,False,False,True,True,True
Mobile,Desktop,593,408,5,680.9,0.8000,0.9560,False,True,False,False,False
Ios App,Ios App,760,455,2,404.89,0.5000,0.8271,False,False,False,True,True
Android App,Offline,485,446,2,341.34,0.5000,0.6763,True,False,False,False,False
Mobile,Mobile,922,154,5,550.65,0.4000,0.5824,False,False,True,False,False
Android App,Android App,550,203,4,1047.81,0.7500,0.8473,False,False,False,True,True
Desktop,Offline,1482,181,4,349.94,0.5000,0.4000,False,False,False,False,False
Desktop,Desktop,894,280,4,311.96,0.2500,0.3269,True,False,False,False,False
Android App,Android App,1670,116,4,318.53,0.7500,0.8745,False,True,False,False,False
Desktop,Offline,677,355,2,90.73,0.5000,0.4408,True,False,False,False,False
Mobile,Mobile,179,124,2,141.98,0.5000,0.7888,False,True,False,False,False
Ios App,Ios App,2043,361,5,465.93,0.6000,0.6009,False,False,False,True,True
Android App,Offline,1229,292,3,399.98,0.6667,0.7250,False,False,False,True,True
Ios App,Ios App,912,279,6,1312.58,0.5000,0.6719,True,True,True,True,True
Mobile,Mobile,247,160,2,230.47,0.5000,0.5640,False,False,True,True,True
Mobile,Mobile,568,138,4,888.25,0.7500,0.8190,True,True,False,False,False
Desktop,Offline,1788,175,2,400.19,0.5000,0.3778,False,False,False,False,False
Desktop,Offline,1805,428,3,290.71,0.3333,0.2064,True,False,False,False,False
Desktop,Offline,1480,239,3,270.95,0.3333,0.2399,True,True,True,False,False
Mobile,Mobile,757,227,3,318.74,0.3333,0.5609,True,True,False,False,False
Ios App,Mobile,684,97,4,579.44,0.5000,0.7334,True,False,False,True,True
Android App,Android App,1526,319,13,2844.72,0.9231,0.9455,False,True,False,True,True
Android App,Android App,2698,299,14,2488.17,0.7857,0.8229,False,False,True,False,False
Android App,Android App,910,95,13,2408.7,0.9231,0.9253,False,True,False,True,True
Ios App,Ios App,1476,166,6,795.67,0.8333,0.8105,False,False,True,False,False
Mobile,Mobile,753,119,2,249.89,0.5000,0.3998,False,False,False,False,False
Mobile,Mobile,762,154,4,269.96,0.2500,0.1852,False,True,False,False,False
Android App,Offline,523,202,3,696.06,0.6667,0.7603,True,True,False,False,False
Android App,Android App,621,227,3,346.47,0.3333,0.6061,False,True,True,False,False
Mobile,Offline,253,180,2,219.96,0.5000,0.5000,True,True,False,True,True
Android App,Android App,926,330,2,137.98,0.5000,0.3478,False,False,False,True,True
Android App,Android App,745,292,3,327.99,0.6667,0.7241,True,False,False,False,False
Mobile,Mobile,848,350,2,479.89,0.5000,0.8333,False,False,False,True,True
Android App,Offline,874,159,7,1450.04,0.7143,0.8552,False,True,False,True,True
Ios App,Ios App,568,105,2,835.37,0.5000,0.8522,False,False,False,True,True
Android App,Mobile,657,279,3,372.96,0.6667,0.6434,False,False,True,False,False
Ios App,Ios App,547,107,4,216.96,0.7500,0.5852,False,True,False,False,False
Android App,Offline,794,310,6,840.4301,0.6667,0.6841,False,False,True,False,False
Android App,Android App,600,223,2,205.98,0.5000,0.4660,False,False,False,False,False
Android App,Android App,906,279,2,232.98,0.5000,0.5708,True,False,False,False,False
Android App,Android App,767,134,4,367.95,0.5000,0.6467,False,True,False,True,True
Mobile,Offline,870,209,8,1151.83,0.1250,0.0972,False,False,False,True,True
Android App,Desktop,724,128,5,711.91,0.8000,0.6067,True,False,False,True,True
Android App,Android App,932,281,3,314.98,0.3333,0.6349,False,False,True,False,False
Mobile,Mobile,928,279,3,229.95,0.3333,0.2609,False,False,False,False,False
Desktop,Desktop,584,177,4,891.75,0.5000,0.7982,True,False,False,True,True
Mobile,Mobile,720,357,2,96.48,0.5000,0.7928,False,False,True,False,False
Android App,Offline,2331,135,8,521.19,0.6250,0.7923,False,True,True,True,True
Android App,Offline,495,400,4,821.93,0.5000,0.3187,False,False,False,True,True
Mobile,Mobile,2005,185,20,2068.05,0.9000,0.9226,True,False,False,True,True
Mobile,Offline,1946,231,5,745.12,0.4000,0.2512,True,False,True,False,False
Android App,Android App,663,120,2,192.49,0.5000,0.2727,False,False,False,False,False
Desktop,Offline,1489,417,3,384.45,0.3333,0.1404,True,False,True,True,True
Mobile,Offline,808,288,3,418.46,0.3333,0.2151,True,False,False,False,False
Android App,Offline,1232,437,5,771.81,0.8000,0.7190,True,False,False,True,True
Mobile,Offline,885,424,4,394.65,0.2500,0.0480,False,False,True,True,True
Android App,Android App,548,443,2,357.11,0.5000,0.6899,False,False,True,True,True
Mobile,Offline,540,107,2,350.96,0.5000,0.2849,False,False,False,False,False
Android App,Android App,1523,278,11,1043.27,0.9091,0.8658,True,False,False,False,False
Android App,Android App,758,455,4,616.93,0.7500,0.9465,False,True,False,False,False
Android App,Offline,244,189,2,209.98,0.5000,0.6191,False,True,True,False,False
Mobile,Mobile,1654,192,23,2538.73,0.9130,0.9525,False,False,False,True,True
Ios App,Offline,1018,168,9,1323.26,0.7778,0.7816,True,False,True,False,False
Android App,Android App,739,426,3,277.46,0.3333,0.4595,False,False,False,True,True
Mobile,Mobile,634,245,2,253.98,0.5000,0.3307,False,False,False,True,True
Android App,Android App,728,115,2,102.48,0.5000,0.4146,False,False,False,False,False
Android App,Android App,1446,220,4,553.94,0.7500,0.8195,False,False,True,False,False
Android App,Android App,548,326,2,170.48,0.5000,0.5865,True,False,False,False,False
Android App,Android App,648,273,6,1214.4,0.6667,0.6134,True,False,True,True,True
Desktop,Offline,2153,233,2,334.97,0.5000,0.3284,False,False,False,True,True
Mobile,Mobile,352,174,2,199.98,0.5000,0.5500,True,False,False,False,False
Android App,Offline,223,99,2,248.86,0.5000,0.6509,True,False,False,True,True
Android App,Android App,839,182,4,860.94,0.7500,0.8490,False,True,False,False,False
Mobile,Offline,726,148,4,657.8,0.2500,0.2310,True,False,False,False,False
Android App,Android App,708,373,2,189.97,0.5000,0.7895,False,True,False,False,False
Desktop,Desktop,838,120,5,838.11,0.8000,0.6421,False,False,False,False,False
Mobile,Mobile,771,326,2,158.31,0.5000,0.6842,False,True,False,False,False
Mobile,Offline,450,107,2,572.92,0.5000,0.2618,True,True,True,True,True
Desktop,Offline,1057,181,3,859.42,0.3333,0.2333,True,False,False,True,True
Desktop,Offline,881,434,3,296.95,0.6667,0.8081,False,True,False,False,False
Android App,Android App,573,442,2,220.58,0.5000,0.6804,False,False,False,True,True
Mobile,Mobile,729,184,2,315.67,0.5000,0.4932,False,False,False,False,False
Mobile,Mobile,562,97,5,1346.74,0.2000,0.3898,True,False,False,True,True
Android App,Offline,2371,179,15,1085.22,0.8667,0.9447,False,True,False,False,False
Android App,Android App,1111,114,8,1368.66,0.8750,0.9883,True,False,False,True,True
Desktop,Offline,1494,188,10,930.83,0.3000,0.2459,True,False,False,True,True
Android App,Android App,565,404,17,1720.33,0.9412,0.9532,False,False,True,False,False
Mobile,Mobile,435,126,3,655.57,0.3333,0.5340,False,False,True,True,True
Mobile,Mobile,526,120,10,1072.39,0.9000,0.9068,False,False,False,True,True
Android App,Offline,758,129,5,1030.71,0.4000,0.5398,False,True,True,False,False
Android App,Android App,927,426,4,1569.57,0.5000,0.8790,False,False,False,True,True
Android App,Offline,738,265,5,1158.74,0.2000,0.1267,True,True,True,True,True
Ios App,Ios App,703,282,3,519.38,0.3333,0.5187,False,False,False,True,True
Mobile,Offline,1584,284,5,710.42,0.8000,0.6896,False,False,True,False,False
Android App,Android App,546,194,4,1402.49,0.7500,0.9426,False,False,False,True,True
Android App,Android App,1050,102,5,576.93,0.6000,0.7920,True,False,False,False,False
Android App,Android App,687,281,3,653.96,0.3333,0.4663,True,False,False,True,True
Android App,Android App,2018,316,6,1229.1,0.8333,0.8292,True,False,True,False,False
Android App,Android App,217,116,3,435.93,0.3333,0.3555,False,True,True,True,True
Android App,Offline,761,371,5,404.95,0.6000,0.4815,False,True,True,False,False
Mobile,Mobile,676,184,2,169.96,0.5000,0.2353,False,True,False,False,False
Mobile,Mobile,715,119,5,612.44,0.4000,0.4776,True,False,False,True,True
Mobile,Offline,739,192,8,511.9,0.1250,0.1406,True,True,False,False,False
Mobile,Mobile,676,167,3,635.1,0.3333,0.1656,False,False,False,False,False
Desktop,Offline,715,180,2,506.46,0.5000,0.3287,False,False,False,True,True
Android App,Android App,882,440,3,159.97,0.3333,0.1875,False,False,False,True,True
Ios App,Ios App,905,452,5,890.78,0.6000,0.6622,True,True,False,True,True
Mobile,Desktop,2814,443,12,1550.59,0.9167,0.9060,True,False,False,True,True
Android App,Android App,904,99,17,1996.15,0.8824,0.8733,True,True,False,True,True
Android App,Offline,784,382,4,426.65,0.5000,0.7522,False,False,True,False,False
Android App,Offline,611,97,4,1043.94,0.2500,0.3487,True,False,False,False,False
Ios App,Ios App,892,332,4,810.09,0.7500,0.7522,False,True,True,True,True
Android App,Android App,2164,205,13,2047.81,0.9231,0.9802,True,True,True,True,True
Mobile,Desktop,1571,99,11,820.88,0.7273,0.7320,False,False,False,False,False
Ios App,Ios App,359,114,5,1023.15,0.8000,0.6274,False,False,True,True,True
Ios App,Ios App,845,328,7,1944.25,0.5714,0.6765,False,False,False,True,True
Android App,Offline,694,425,6,1259.44,0.6667,0.6189,False,False,False,True,True
Android App,Offline,1043,285,6,561.43,0.5000,0.5717,True,False,False,False,False
Mobile,Mobile,914,127,7,1673.56,0.5714,0.5818,False,False,False,False,False
Android App,Android App,624,214,5,570.85,0.6000,0.4920,False,True,False,False,False
Android App,Android App,717,142,4,205.46,0.5000,0.6083,False,False,True,True,True
Android App,Android App,628,126,6,1002.88,0.8333,0.7009,True,False,True,False,False
Mobile,Mobile,782,349,2,179.98,0.5000,0.3333,False,False,False,True,True
Desktop,Desktop,1382,148,13,1717.37,0.7692,0.6621,False,True,True,False,False
Ios App,Ios App,2999,277,7,989.78,0.8571,0.9293,False,True,False,False,False
Android App,Offline,799,167,5,734.85,0.4000,0.2381,False,False,False,False,False
Mobile,Offline,2362,133,5,482.57,0.6000,0.7910,False,False,False,False,False
Android App,Android App,677,406,3,569.95,0.3333,0.3509,False,False,True,True,True
Ios App,Offline,1320,267,2,230.48,0.5000,0.2169,True,False,False,False,False
Android App,Offline,1354,219,4,663.9,0.7500,0.6536,True,False,False,False,False
Mobile,Mobile,731,116,4,330.46,0.5000,0.6354,False,False,False,False,False
Android App,Android App,739,118,6,425.58,0.5000,0.5301,False,True,False,False,False
Android App,Android App,895,414,3,402.95,0.3333,0.3226,True,False,False,False,False
Desktop,Offline,2152,233,6,1084.86,0.1667,0.0995,True,True,False,True,True
Mobile,Offline,273,261,2,418.13,0.5000,0.5618,True,False,False,True,True
Mobile,Offline,1567,135,5,1571.88,0.4000,0.1043,True,False,False,True,True
Android App,Offline,896,410,3,580.67,0.6667,0.7404,False,True,False,True,True
Mobile,Mobile,975,99,4,309.96,0.5000,0.6452,False,False,False,False,False
Mobile,Mobile,1046,230,14,1925.08,0.9286,0.9439,True,True,False,True,True
Ios App,Offline,297,278,2,393.96,0.5000,0.6599,True,False,True,True,True
Mobile,Offline,974,301,3,515.43,0.3333,0.2910,False,False,True,False,False
Mobile,Mobile,671,338,3,666.44,0.6667,0.5499,False,False,False,True,True
Mobile,Offline,1751,225,4,511.94,0.2500,0.1582,False,True,False,False,False
Android App,Android App,558,131,4,1021.05,0.7500,0.8727,False,False,False,True,True
Mobile,Mobile,683,121,2,197.18,0.5000,0.5943,False,False,False,False,False
Android App,Android App,763,430,5,508.9,0.8000,0.8625,False,True,False,False,False
Mobile,Offline,1523,420,3,269.97,0.6667,0.7407,False,True,False,False,False
Mobile,Offline,450,211,3,439.97,0.6667,0.5909,False,False,True,True,True
Android App,Offline,1187,332,9,635.9301,0.5556,0.4772,True,False,True,True,True
Mobile,Mobile,181,127,2,185.84,0.5000,0.4572,False,False,False,False,False
Mobile,Offline,770,133,2,219.97,0.5000,0.4091,False,False,False,True,True
Desktop,Desktop,928,207,2,259.98,0.5000,0.7693,False,False,True,False,False
Desktop,Offline,1694,253,3,341.46,0.3333,0.2372,True,False,False,False,False
Desktop,Offline,1342,213,2,253.86,0.5000,0.4411,True,False,False,False,False
Android App,Android App,540,127,9,1466.42,0.7778,0.6615,True,False,True,False,False
Mobile,Offline,1458,134,3,502.38,0.6667,0.9403,False,False,False,False,False
Desktop,Offline,1047,217,4,585.05,0.2500,0.5454,False,False,False,True,True
Ios App,Offline,426,147,4,593.84,0.5000,0.6397,True,False,True,True,True
Mobile,Mobile,297,197,2,335.72,0.5000,0.6106,True,False,True,False,False
Desktop,Offline,485,216,4,466.46,0.5000,0.5927,False,True,False,False,False
Ios App,Android App,911,424,6,1370.75,0.5000,0.7370,False,False,True,False,False
Mobile,Mobile,886,264,5,404.95,0.8000,0.6543,False,True,False,False,False
Android App,Android App,2005,206,18,4093.13,0.9444,0.9585,True,False,True,True,True
Desktop,Offline,1415,204,5,1101.61,0.4000,0.2088,True,False,True,False,False
Mobile,Mobile,786,121,4,474.98,0.5000,0.4737,False,False,False,False,False
Mobile,Desktop,2820,210,6,670.4,0.8333,0.9702,True,False,False,False,False
Desktop,Offline,872,339,5,887.88,0.4000,0.5744,False,True,False,False,False
Desktop,Desktop,171,123,2,407.48,0.5000,0.3926,True,False,False,False,False
Android App,Android App,684,244,5,394.95,0.8000,0.7468,True,False,False,False,False
Mobile,Offline,157,149,2,182.43,0.5000,0.3971,False,False,False,True,True
Ios App,Ios App,564,227,4,909.09,0.7500,0.9115,True,False,True,False,False
Ios App,Offline,915,415,3,384.48,0.3333,0.6346,False,True,False,False,False
Android App,Offline,759,274,10,840.85,0.7000,0.5838,True,True,True,False,False
Mobile,Mobile,750,149,2,287.15,0.5000,0.2932,False,True,False,False,False
Android App,Android App,2421,95,7,1577.48,0.8571,0.9176,False,True,False,True,True
Ios App,Mobile,1757,320,8,1176.59,0.8750,0.8846,True,True,False,False,False
Ios App,Ios App,599,285,4,912.83,0.7500,0.8138,False,True,True,True,True
Mobile,Mobile,926,247,8,616.39,0.2500,0.1622,True,True,True,True,True
Android App,Android App,923,141,6,451.94,0.8333,0.8894,False,False,True,False,False
Android App,Android App,762,127,3,288.2,0.3333,0.3382,False,False,False,False,False
Mobile,Mobile,634,188,3,404.95,0.3333,0.5802,True,False,False,True,True
Android App,Android App,756,243,5,390.94,0.8000,0.8977,False,True,False,True,True
Desktop,Offline,2367,252,5,285.36,0.6000,0.5586,False,True,False,False,False
Android App,Offline,633,142,4,411.44,0.2500,0.4617,False,True,True,False,False
Android App,Offline,1671,292,2,120.48,0.5000,0.5809,False,False,False,True,True
Ios App,Offline,495,210,6,514.89,0.8333,0.7864,False,True,True,True,True
Mobile,Mobile,621,403,2,390.72,0.5000,0.4351,True,False,False,False,False
Mobile,Mobile,895,350,6,1002.49,0.8333,0.8938,False,False,True,False,False
Android App,Offline,871,367,6,661.92,0.6667,0.8490,False,True,False,True,True
Android App,Android App,642,101,2,211.97,0.5000,0.8585,False,False,False,False,False
Android App,Android App,1428,281,8,638.45,0.8750,0.9209,True,False,True,False,False
Android App,Android App,746,234,2,298.99,0.5000,0.5987,True,False,False,False,False
Android App,Android App,712,201,7,653.14,0.7143,0.7796,True,False,False,False,False
Android App,Offline,680,414,14,2118.84,0.0714,0.0297,True,False,False,True,True
Mobile,Offline,1790,164,11,1421.72,0.8182,0.7039,False,True,False,False,False
Desktop,Offline,992,213,3,190.86,0.3333,0.3667,False,False,False,True,True
Android App,Android App,781,123,6,611.91,0.1667,0.1912,False,False,True,True,True
Android App,Offline,300,129,3,622.7,0.3333,0.4191,False,True,True,True,True
Android App,Mobile,607,244,4,585.28,0.7500,0.8633,False,False,True,False,False
Ios App,Ios App,445,117,5,1366.34,0.8000,0.8606,True,True,False,True,True
Android App,Android App,782,103,4,604.95,0.5000,0.4215,False,False,False,False,False
Android App,Android App,724,107,2,394.96,0.5000,0.6962,False,False,False,True,True
Android App,Android App,670,156,5,827.64,0.6000,0.3648,True,True,False,False,False
Android App,Offline,865,378,5,802.42,0.2000,0.3875,True,False,True,False,False
Android App,Android App,786,254,6,464.93,0.1667,0.3011,False,False,False,True,True
Ios App,Ios App,617,205,4,1136.9,0.5000,0.6658,False,False,True,True,True
Android App,Android App,1538,279,7,829.91,0.7143,0.7590,True,True,True,True,True
Android App,Android App,1169,358,10,643.35,0.6000,0.5493,False,True,False,False,False
Mobile,Offline,1497,146,11,1853.95,0.4545,0.5084,False,False,False,True,True
Android App,Android App,656,242,2,729.79,0.5000,0.9589,False,False,False,True,True
Ios App,Ios App,605,296,2,887.98,0.5000,0.7185,False,False,False,True,True
Mobile,Mobile,705,118,5,656.93,0.6000,0.6804,True,False,False,False,False
Mobile,Offline,936,422,3,550.46,0.3333,0.2543,False,False,False,True,True
Android App,Android App,1923,321,4,217.95,0.7500,0.9312,False,False,False,True,True
Android App,Android App,854,114,4,488.94,0.5000,0.7362,True,False,False,False,False
Android App,Android App,757,282,7,1072.77,0.7143,0.6524,False,False,True,False,False
Android App,Offline,221,206,2,296.96,0.5000,0.6094,True,False,False,False,False
Android App,Offline,490,166,3,543.94,0.6667,0.3199,False,False,False,False,False
Android App,Offline,579,391,3,340.7,0.3333,0.3228,True,True,False,False,False
Desktop,Desktop,754,136,11,5840.32,0.8182,0.9174,True,False,True,True,True
Desktop,Offline,1087,395,2,734.37,0.5000,0.4492,True,False,False,True,True
Desktop,Offline,495,237,3,222.85,0.3333,0.1884,False,True,True,False,False
Android App,Android App,609,121,8,2208.45,0.8750,0.9638,False,False,False,True,True
Desktop,Offline,1355,203,3,239.97,0.3333,0.3750,False,False,False,True,True
Mobile,Mobile,1243,264,6,937.89,0.8333,0.9467,False,False,True,False,False
Android App,Offline,474,405,5,662.9,0.2000,0.2474,True,False,True,True,True
Android App,Android App,880,445,6,730.9,0.5000,0.4528,False,False,True,False,False
Android App,Android App,687,274,7,1440.91,0.8571,0.9028,True,False,True,True,True
Desktop,Desktop,734,225,11,1436.64,0.6364,0.6999,True,False,True,True,True
Mobile,Offline,975,181,2,91.99,0.5000,0.7827,True,False,False,False,False
Android App,Offline,1743,204,9,1438.23,0.5556,0.5450,True,True,True,True,True
Mobile,Offline,1207,275,2,470.73,0.5000,0.2337,False,False,False,True,True
Android App,Android App,214,115,4,731.77,0.7500,0.8553,True,False,False,True,True
Android App,Mobile,541,385,3,209.96,0.6667,0.6190,False,True,False,False,False
Android App,Android App,213,139,6,1880.96,0.8333,0.8937,False,False,False,True,True
Ios App,Ios App,909,360,3,379.94,0.3333,0.2631,False,True,False,False,False
Android App,Android App,829,137,19,2653.66,0.8947,0.9303,False,True,True,False,False
Ios App,Ios App,546,356,2,220.08,0.5000,0.5888,False,False,True,False,False
Desktop,Offline,910,126,6,1387.35,0.8333,0.8270,False,False,False,True,True
Mobile,Offline,475,246,2,386.45,0.5000,0.9418,False,False,True,False,False
Desktop,Desktop,656,293,3,367.4,0.3333,0.2924,False,False,False,False,False
Android App,Android App,873,338,3,250.97,0.3333,0.3626,False,False,False,True,True
Android App,Android App,765,97,9,1684.22,0.8889,0.9703,True,True,True,True,True
Android App,Android App,1120,172,9,924.84,0.6667,0.7065,False,True,False,True,True
Desktop,Desktop,855,281,4,619.95,0.2500,0.4355,True,False,True,False,False
Android App,Android App,928,131,5,751.64,0.4000,0.5601,True,True,False,True,True
Ios App,Ios App,731,232,3,384.88,0.6667,0.7662,False,False,False,True,True
